Parent Title 2017,Hierarchy Level 2017,Parent Title 2018,Hierarchy Level 2018,Child Title 2017,Child Title 2018,Child Hierarchy Level 2017,Child Hierarchy Level 2018,Semantic Similarity Score
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,Subchapter I—Miscellaneous General   Provisions,Subchapter A—Gallonage and Occupational Taxes,3.Subchapter,3.Subchapter,0.74480146
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,Subchapter I—Miscellaneous General   Provisions,Subchapter B—Qualification Requirements for Distilled Spirits Plants,3.Subchapter,3.Subchapter,0.71052444
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,Subchapter I—Miscellaneous General   Provisions,Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,3.Subchapter,0.6919669
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,Subchapter I—Miscellaneous General   Provisions,Subchapter D—Industrial Use of Distilled Spirits,3.Subchapter,3.Subchapter,0.6722114
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,Subchapter I—Miscellaneous General   Provisions,Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,3.Subchapter,0.80031073
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,Subchapter I—Miscellaneous General   Provisions,Subchapter F—Bonded and Taxpaid Wine,3.Subchapter,3.Subchapter,0.7144571
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,Subchapter I—Miscellaneous General   Provisions,Subchapter G—Breweries,3.Subchapter,3.Subchapter,0.6996457
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,Subchapter I—Miscellaneous General   Provisions,Subchapter H—Miscellaneous Plants and Warehouses,3.Subchapter,3.Subchapter,0.7454382
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,Subchapter I—Miscellaneous General   Provisions,Subchapter I—Miscellaneous General Provisions,3.Subchapter,3.Subchapter,0.99999994
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,Subchapter I—Miscellaneous General   Provisions,"Subchapter J—P enalties, Seizures, and Forfeitures Relating to Liquors",3.Subchapter,3.Subchapter,0.7160869
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"Subchapter J—Penalties, Seizures, and   Forfeitures Relating to Liquors",Subchapter A—Gallonage and Occupational Taxes,3.Subchapter,3.Subchapter,0.80968785
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"Subchapter J—Penalties, Seizures, and   Forfeitures Relating to Liquors",Subchapter B—Qualification Requirements for Distilled Spirits Plants,3.Subchapter,3.Subchapter,0.810237
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"Subchapter J—Penalties, Seizures, and   Forfeitures Relating to Liquors",Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,3.Subchapter,0.83097553
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"Subchapter J—Penalties, Seizures, and   Forfeitures Relating to Liquors",Subchapter D—Industrial Use of Distilled Spirits,3.Subchapter,3.Subchapter,0.7712923
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"Subchapter J—Penalties, Seizures, and   Forfeitures Relating to Liquors",Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,3.Subchapter,0.87099195
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"Subchapter J—Penalties, Seizures, and   Forfeitures Relating to Liquors",Subchapter F—Bonded and Taxpaid Wine,3.Subchapter,3.Subchapter,0.8472214
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"Subchapter J—Penalties, Seizures, and   Forfeitures Relating to Liquors",Subchapter G—Breweries,3.Subchapter,3.Subchapter,0.81240726
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"Subchapter J—Penalties, Seizures, and   Forfeitures Relating to Liquors",Subchapter H—Miscellaneous Plants and Warehouses,3.Subchapter,3.Subchapter,0.7874422
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"Subchapter J—Penalties, Seizures, and   Forfeitures Relating to Liquors",Subchapter I—Miscellaneous General Provisions,3.Subchapter,3.Subchapter,0.7322525
"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"CHAPTER 51—DISTILLED SPIRITS, WINES, AND BEER",2.Chapter,"Subchapter J—Penalties, Seizures, and   Forfeitures Relating to Liquors","Subchapter J—P enalties, Seizures, and Forfeitures Relating to Liquors",3.Subchapter,3.Subchapter,0.98003393
Subchapter A—Gallonage and Occupational Taxes,3.Subchapter,Subchapter A—Gallonage and Occupational Taxes,3.Subchapter,PART I—GALLONAGE TAXES,PART I—G ALL ONAGE T AXE S,4.Part,4.Part,0.8637166
Subchapter A—Gallonage and Occupational Taxes,3.Subchapter,Subchapter A—Gallonage and Occupational Taxes,3.Subchapter,PART I—GALLONAGE TAXES,PART II—M ISCELLAN EOUS P ROVIS IONS,4.Part,4.Part,0.78987134
Subchapter A—Gallonage and Occupational Taxes,3.Subchapter,Subchapter A—Gallonage and Occupational Taxes,3.Subchapter,PART II—MISCELLANEOUS PROVISIONS,PART I—G ALL ONAGE T AXE S,4.Part,4.Part,0.7655852
Subchapter A—Gallonage and Occupational Taxes,3.Subchapter,Subchapter A—Gallonage and Occupational Taxes,3.Subchapter,PART II—MISCELLANEOUS PROVISIONS,PART II—M ISCELLAN EOUS P ROVIS IONS,4.Part,4.Part,0.8336892
Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,PART I—GENERAL PROVISIONS,PART I—G ENERAL P ROVIS IONS,4.Part,4.Part,0.84580064
Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,PART I—GENERAL PROVISIONS,PART II—O PERATIONS O N BO NDED PREM ISES,4.Part,4.Part,0.79347867
Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,PART II—OPERATIONS ON BONDED   PREMISES,PART I—G ENERAL P ROVIS IONS,4.Part,4.Part,0.8306776
Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,PART II—OPERATIONS ON BONDED   PREMISES,PART II—O PERATIONS O N BO NDED PREM ISES,4.Part,4.Part,0.93645924
Subchapter D—Industrial Use of Distilled Spirits,3.Subchapter,Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,PART III—REPEALED],PART I—G ENERAL P ROVIS IONS,4.Part,4.Part,0.72681665
Subchapter D—Industrial Use of Distilled Spirits,3.Subchapter,Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,PART III—REPEALED],PART II—O PERATIONS O N BO NDED PREM ISES,4.Part,4.Part,0.72976065
Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,Subchapter D—Industrial Use of Distilled Spirits,3.Subchapter,PART I—GENERAL PROVISIONS,PART III—REP EALED],4.Part,4.Part,0.7471486
Subchapter C—Operation of Distilled Spirits Plants,3.Subchapter,Subchapter D—Industrial Use of Distilled Spirits,3.Subchapter,PART II—OPERATIONS ON BONDED   PREMISES,PART III—REP EALED],4.Part,4.Part,0.7773208
Subchapter D—Industrial Use of Distilled Spirits,3.Subchapter,Subchapter D—Industrial Use of Distilled Spirits,3.Subchapter,PART III—REPEALED],PART III—REP EALED],4.Part,4.Part,0.9847167
Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,PART I—RETURN OF MATERIALS USED IN   THE MANUFACTURE OR RECOVERY OF,PART I—RETU RN O F M ATERIALS U SED I N THE M ANUFACTU RE O R RECO VERY O F D IS-,4.Part,4.Part,0.8461367
Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,PART I—RETURN OF MATERIALS USED IN   THE MANUFACTURE OR RECOVERY OF,PART II—REG ULATION O F TRAF FIC IN CONTAINERS O F D ISTILLED S PIRIT S,4.Part,4.Part,0.7977526
Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,PART I—RETURN OF MATERIALS USED IN   THE MANUFACTURE OR RECOVERY OF,PART III—M ISCELLAN EOUS P ROVIS IONS,4.Part,4.Part,0.75276923
Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,PART II—REGULATION OF TRAFFIC IN   CONTAINERS OF DISTILLED SPIRITS,PART I—RETU RN O F M ATERIALS U SED I N THE M ANUFACTU RE O R RECO VERY O F D IS-,4.Part,4.Part,0.858736
Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,PART II—REGULATION OF TRAFFIC IN   CONTAINERS OF DISTILLED SPIRITS,PART II—REG ULATION O F TRAF FIC IN CONTAINERS O F D ISTILLED S PIRIT S,4.Part,4.Part,0.93313277
Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,PART II—REGULATION OF TRAFFIC IN   CONTAINERS OF DISTILLED SPIRITS,PART III—M ISCELLAN EOUS P ROVIS IONS,4.Part,4.Part,0.8336177
Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,PART III—MISCELLANEOUS PROVISIONS,PART I—RETU RN O F M ATERIALS U SED I N THE M ANUFACTU RE O R RECO VERY O F D IS-,4.Part,4.Part,0.7400991
Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,PART III—MISCELLANEOUS PROVISIONS,PART II—REG ULATION O F TRAF FIC IN CONTAINERS O F D ISTILLED S PIRIT S,4.Part,4.Part,0.77135015
Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,Subchapter E—General Provisions Relating to Distilled Spirits,3.Subchapter,PART III—MISCELLANEOUS PROVISIONS,PART III—M ISCELLAN EOUS P ROVIS IONS,4.Part,4.Part,0.83768463
Subchapter G—Breweries,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART I—ESTABLISHMENT,PART I—E STABLIS HMENT,4.Part,4.Part,0.8705572
Subchapter G—Breweries,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART I—ESTABLISHMENT,PART II—O PERATIONS,4.Part,4.Part,0.8652924
Subchapter G—Breweries,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART II—OPERATIONS,PART I—E STABLIS HMENT,4.Part,4.Part,0.74125624
Subchapter G—Breweries,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART II—OPERATIONS,PART II—O PERATIONS,4.Part,4.Part,0.9188347
Subchapter A—Taxes,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART I—SPECIAL (OCCUPATIONAL) TAXES,PART I—E STABLIS HMENT,4.Part,4.Part,0.8122449
Subchapter A—Taxes,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART I—SPECIAL (OCCUPATIONAL) TAXES,PART II—O PERATIONS,4.Part,4.Part,0.8275441
Subchapter A—Taxes,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART II—TAX ON TRANSFERRING   FIREARMS,PART I—E STABLIS HMENT,4.Part,4.Part,0.80103207
Subchapter A—Taxes,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART II—TAX ON TRANSFERRING   FIREARMS,PART II—O PERATIONS,4.Part,4.Part,0.86676514
Subchapter A—Jeopardy,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART I—TERMINATION OF TAXABLE YEAR,PART I—E STABLIS HMENT,4.Part,4.Part,0.8589449
Subchapter A—Jeopardy,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART I—TERMINATION OF TAXABLE YEAR,PART II—O PERATIONS,4.Part,4.Part,0.83285236
Subchapter A—Jeopardy,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART II—JEOPARDY ASSESSMENTS,PART I—E STABLIS HMENT,4.Part,4.Part,0.8191362
Subchapter A—Jeopardy,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART II—JEOPARDY ASSESSMENTS,PART II—O PERATIONS,4.Part,4.Part,0.90657496
Subchapter A—Jeopardy,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART III—SPECIAL RULES WITH RESPECT   TO CERTAIN CASH,PART I—E STABLIS HMENT,4.Part,4.Part,0.74536943
Subchapter A—Jeopardy,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART III—SPECIAL RULES WITH RESPECT   TO CERTAIN CASH,PART II—O PERATIONS,4.Part,4.Part,0.7326026
Subchapter A—Crimes,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART I—GENERAL PROVISIONS,PART I—E STABLIS HMENT,4.Part,4.Part,0.8432152
Subchapter A—Crimes,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART I—GENERAL PROVISIONS,PART II—O PERATIONS,4.Part,4.Part,0.82755893
Subchapter A—Crimes,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART II—PENALTIES APPLICABLE TO   CERTAIN TAXES,PART I—E STABLIS HMENT,4.Part,4.Part,0.80216205
Subchapter A—Crimes,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART II—PENALTIES APPLICABLE TO   CERTAIN TAXES,PART II—O PERATIONS,4.Part,4.Part,0.8518001
Subchapter C—Forfeitures,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART I—PROPERTY SUBJECT TO   FORFEITURE,PART I—E STABLIS HMENT,4.Part,4.Part,0.86347127
Subchapter C—Forfeitures,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART I—PROPERTY SUBJECT TO   FORFEITURE,PART II—O PERATIONS,4.Part,4.Part,0.8395856
Subchapter C—Forfeitures,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART II—PROVISIONS COMMON TO   FORFEITURES,PART I—E STABLIS HMENT,4.Part,4.Part,0.8144299
Subchapter C—Forfeitures,3.Subchapter,Subchapter G—Breweries,3.Subchapter,PART II—PROVISIONS COMMON TO   FORFEITURES,PART II—O PERATIONS,4.Part,4.Part,0.87195927
Subchapter H—Miscellaneous Plants and Warehouses,3.Subchapter,Subchapter H—Miscellaneous Plants and Warehouses,3.Subchapter,PART I—VINEGAR PLANTS,PART I—VI NEGAR P LANT S,4.Part,4.Part,0.88766307
Subchapter H—Miscellaneous Plants and Warehouses,3.Subchapter,Subchapter H—Miscellaneous Plants and Warehouses,3.Subchapter,PART I—VINEGAR PLANTS,PART II—V OLATILE FR UIT-FLA VOR CONCENTRA TE P LANT S,4.Part,4.Part,0.8216852
Subchapter H—Miscellaneous Plants and Warehouses,3.Subchapter,Subchapter H—Miscellaneous Plants and Warehouses,3.Subchapter,PART I—VINEGAR PLANTS,PART III—REP EALED],4.Part,4.Part,0.76268864
Subchapter B—General Provisions and Exemptions,3.Subchapter,Subchapter B—General Provisions and Exemptions,3.Subchapter,PART III—TAX ON MAKING FIREARMS,PART I—G ENERAL P ROVIS IONS,4.Part,4.Part,0.78665936
Subchapter B—General Provisions and Exemptions,3.Subchapter,Subchapter B—General Provisions and Exemptions,3.Subchapter,PART III—TAX ON MAKING FIREARMS,PART II—EXEMPTI ONS,4.Part,4.Part,0.7867991
Subchapter B—General Provisions and Exemptions,3.Subchapter,Subchapter B—General Provisions and Exemptions,3.Subchapter,PART I—GENERAL PROVISIONS,PART I—G ENERAL P ROVIS IONS,4.Part,4.Part,0.84580064
Subchapter B—General Provisions and Exemptions,3.Subchapter,Subchapter B—General Provisions and Exemptions,3.Subchapter,PART I—GENERAL PROVISIONS,PART II—EXEMPTI ONS,4.Part,4.Part,0.79479796
Subchapter B—General Provisions and Exemptions,3.Subchapter,Subchapter B—General Provisions and Exemptions,3.Subchapter,PART II—EXEMPTIONS,PART I—G ENERAL P ROVIS IONS,4.Part,4.Part,0.7403733
Subchapter B—General Provisions and Exemptions,3.Subchapter,Subchapter B—General Provisions and Exemptions,3.Subchapter,PART II—EXEMPTIONS,PART II—EXEMPTI ONS,4.Part,4.Part,0.9489829
[CHAPTER 5—REPEALED],2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter E—Repealed],Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.7860191
[CHAPTER 5—REPEALED],2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter F—Repealed],Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.83207524
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter A—Determination of Tax Liability,Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.78734696
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter B—Transfers,Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.77918726
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter C—Deductions,Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.8344067
[CHAPTER 37—REPEALED],2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter E—Repealed],Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.7860191
[CHAPTER 37—REPEALED],2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter F—Repealed],Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.83207524
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter A—In General,Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.79540026
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,"Subchapter B—Deficiency Procedures in the   Case of Income, Estate, Gift, and Certain Ex -",Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.79649234
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter C—Treatment of Partnerships,Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.79424644
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter A—General Provisions,Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.78838754
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter B—Receipt of Payment,Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.7791895
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter C—Lien for Taxes,Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.799641
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter D—Seizure of Property for   Collection of Taxes,Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.7988697
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter A—Interest on Underpayments,Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.8291182
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter B—Interest on Overpayments,Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.80901176
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 54—GREENMAIL,2.Chapter,Subchapter C—Determination of Interest Rate;   Compounding of Interest,Subchapter D—P enalties and F orfeitures,3.Subchapter,3.Subchapter,0.7895829
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 61—INFORMATION AND RETURNS,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.9880215
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 62—TIME AND PLACE FOR   PAYING TAX,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.78388095
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 63—ASSESSMENT,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.7496598
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 64—COLLECTION,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.68255544
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,"CHAPTER 65—ABATEMENTS, CREDITS, AND   REFUNDS",CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.8106793
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 66—LIMITATIONS,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.7356669
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 67—INTEREST,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.70972514
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,"CHAPTER 68—ADDITIONS TO THE TAX, AD - DITIONAL AMOUNTS, AND ASSESSABLE",CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.74616635
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 69—GENERAL PROVISIONS   RELATING TO STAMPS,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.7541651
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,"CHAPTER 70—JEOPARDY, RECEIVERSHIPS,   ETC.",CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.64650184
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 71—TRANSFEREES AND   FIDUCIARIES,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.809353
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 72—LICENSING AND   REGISTRATION,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.7117358
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 73—BONDS,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.62924516
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 74—CLOSING AGREEMENTS AND   COMPROMISES,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.7296213
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,"CHAPTER 75—CRIMES, OTHER OFFENSES,   AND FORFEITURES",CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.73412967
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 76—JUDICIAL PROCEEDINGS,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.70273095
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 77—MISCELLANEOUS PROVISIONS,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.726933
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 78—DISCOVERY OF LIABILITY   AND ENFORCEMENT OF TITLE,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.7415454
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 79—DEFINITIONS,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.6699932
Subtitle F—Procedure and Administration,1.Subtitle,Subtitle F—Procedure and Administration,1.Subtitle,CHAPTER 80—GENERAL RULES,CHAPTER 61—INFORMA TION AND RETURNS,2.Chapter,2.Chapter,0.6884167
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,"PART I—RECORDS, STATEMENTS, AND   SPECIAL RETURNS","PART I—RECO RDS, STATEME NTS, AN D",4.Part,4.Part,0.8107911
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,"PART I—RECORDS, STATEMENTS, AND   SPECIAL RETURNS",PART II—T AX RETU RNS O R S TATEME NTS,4.Part,4.Part,0.76742274
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,"PART I—RECORDS, STATEMENTS, AND   SPECIAL RETURNS",PART III—I NFORMATION RETU RNS,4.Part,4.Part,0.76066905
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,"PART I—RECORDS, STATEMENTS, AND   SPECIAL RETURNS",PART IV—S IGNING AN D VE RIF YING O F RETU RNS AN D OT HER DOCU MENTS,4.Part,4.Part,0.7847069
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,"PART I—RECORDS, STATEMENTS, AND   SPECIAL RETURNS",PART V—TI ME F OR FI LING RETU RNS AN D OTHER DOCU MENTS,4.Part,4.Part,0.7798679
