Parent Title 2017,Hierarchy Level 2017,Parent Title 2018,Hierarchy Level 2018,Child Title 2017,Child Title 2018,Child Hierarchy Level 2017,Child Hierarchy Level 2018,Semantic Similarity Score,Angle (Degrees)
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,PART VII—PLACE FOR FILING RETURNS   OR OTHER DOCUMENTS,"PART I—RECO RDS, STATEME NTS, AN D",4.Part,4.Part,0.7130556,44.51592254638672
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,PART VII—PLACE FOR FILING RETURNS   OR OTHER DOCUMENTS,PART II—T AX RETU RNS O R S TATEME NTS,4.Part,4.Part,0.74352485,41.967445373535156
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,PART VII—PLACE FOR FILING RETURNS   OR OTHER DOCUMENTS,PART III—I NFORMATION RETU RNS,4.Part,4.Part,0.73184896,42.9583740234375
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,PART VII—PLACE FOR FILING RETURNS   OR OTHER DOCUMENTS,PART IV—S IGNING AN D VE RIF YING O F RETU RNS AN D OT HER DOCU MENTS,4.Part,4.Part,0.82276183,34.63777160644531
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,PART VII—PLACE FOR FILING RETURNS   OR OTHER DOCUMENTS,PART V—TI ME F OR FI LING RETU RNS AN D OTHER DOCU MENTS,4.Part,4.Part,0.87179375,29.332239151000977
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,PART VII—PLACE FOR FILING RETURNS   OR OTHER DOCUMENTS,PART VI—EXTE NSION O F TI ME F OR FI LING RETU RNS,4.Part,4.Part,0.8498563,31.803955078125
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,PART VIII—DESIGNATION OF INCOME TAX   PAYMENTS TO PRESIDENTIAL ELECTION,"PART I—RECO RDS, STATEME NTS, AN D",4.Part,4.Part,0.7399275,42.27476119995117
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,PART VIII—DESIGNATION OF INCOME TAX   PAYMENTS TO PRESIDENTIAL ELECTION,PART II—T AX RETU RNS O R S TATEME NTS,4.Part,4.Part,0.7594224,40.586692810058594
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,PART VIII—DESIGNATION OF INCOME TAX   PAYMENTS TO PRESIDENTIAL ELECTION,PART III—I NFORMATION RETU RNS,4.Part,4.Part,0.751199,41.3056526184082
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,PART VIII—DESIGNATION OF INCOME TAX   PAYMENTS TO PRESIDENTIAL ELECTION,PART IV—S IGNING AN D VE RIF YING O F RETU RNS AN D OT HER DOCU MENTS,4.Part,4.Part,0.8462852,32.19009780883789
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,PART VIII—DESIGNATION OF INCOME TAX   PAYMENTS TO PRESIDENTIAL ELECTION,PART V—TI ME F OR FI LING RETU RNS AN D OTHER DOCU MENTS,4.Part,4.Part,0.8293491,33.96806716918945
Subchapter A—Returns and Records,3.Subchapter,Subchapter A—Returns and Records,3.Subchapter,PART VIII—DESIGNATION OF INCOME TAX   PAYMENTS TO PRESIDENTIAL ELECTION,PART VI—EXTE NSION O F TI ME F OR FI LING RETU RNS,4.Part,4.Part,0.8636415,30.272056579589844
CHAPTER 62—TIME AND PLACE FOR PAYING TAX,2.Chapter,CHAPTER 62—TIME AND PLACE FOR PAYING TAX,2.Chapter,Subchapter A—Place and Due Date for   Payment of Tax,Subchapter A—Place and Due Date for Payment of Tax,3.Subchapter,3.Subchapter,1.0000001,
CHAPTER 62—TIME AND PLACE FOR PAYING TAX,2.Chapter,CHAPTER 62—TIME AND PLACE FOR PAYING TAX,2.Chapter,Subchapter A—Place and Due Date for   Payment of Tax,Subchapter B—Extensions of Time for Payment,3.Subchapter,3.Subchapter,0.84337413,32.5018424987793
CHAPTER 62—TIME AND PLACE FOR PAYING TAX,2.Chapter,CHAPTER 62—TIME AND PLACE FOR PAYING TAX,2.Chapter,Subchapter B—Extensions of Time for Payment,Subchapter A—Place and Due Date for Payment of Tax,3.Subchapter,3.Subchapter,0.84337413,32.5018424987793
CHAPTER 62—TIME AND PLACE FOR PAYING TAX,2.Chapter,CHAPTER 62—TIME AND PLACE FOR PAYING TAX,2.Chapter,Subchapter B—Extensions of Time for Payment,Subchapter B—Extensions of Time for Payment,3.Subchapter,3.Subchapter,1.0000001,
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter A—In General,Subchapter A—In General,3.Subchapter,3.Subchapter,1.0,0.0
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter A—In General,"Subchapter B—Deficiency Procedures in the Case of Income, Estate, Gift, and Certain Ex-",3.Subchapter,3.Subchapter,0.7489975,41.49638366699219
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter A—In General,Subchapter C—T reatment of P artnerships,3.Subchapter,3.Subchapter,0.8068776,36.2080192565918
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,"Subchapter B—Deficiency Procedures in the   Case of Income, Estate, Gift, and Certain Ex -",Subchapter A—In General,3.Subchapter,3.Subchapter,0.7489975,41.49638366699219
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,"Subchapter B—Deficiency Procedures in the   Case of Income, Estate, Gift, and Certain Ex -","Subchapter B—Deficiency Procedures in the Case of Income, Estate, Gift, and Certain Ex-",3.Subchapter,3.Subchapter,0.9999998,0.03426402062177658
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,"Subchapter B—Deficiency Procedures in the   Case of Income, Estate, Gift, and Certain Ex -",Subchapter C—T reatment of P artnerships,3.Subchapter,3.Subchapter,0.81051517,35.853702545166016
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter C—Treatment of Partnerships,Subchapter A—In General,3.Subchapter,3.Subchapter,0.77441895,39.247615814208984
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter C—Treatment of Partnerships,"Subchapter B—Deficiency Procedures in the Case of Income, Estate, Gift, and Certain Ex-",3.Subchapter,3.Subchapter,0.78104174,38.64393997192383
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter C—Treatment of Partnerships,Subchapter C—T reatment of P artnerships,3.Subchapter,3.Subchapter,0.9092162,24.602733612060547
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter A—General Provisions,Subchapter A—In General,3.Subchapter,3.Subchapter,0.9416921,19.662303924560547
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter A—General Provisions,"Subchapter B—Deficiency Procedures in the Case of Income, Estate, Gift, and Certain Ex-",3.Subchapter,3.Subchapter,0.7558755,40.898067474365234
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter A—General Provisions,Subchapter C—T reatment of P artnerships,3.Subchapter,3.Subchapter,0.7973174,37.12530517578125
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter B—Receipt of Payment,Subchapter A—In General,3.Subchapter,3.Subchapter,0.7764988,39.05888366699219
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter B—Receipt of Payment,"Subchapter B—Deficiency Procedures in the Case of Income, Estate, Gift, and Certain Ex-",3.Subchapter,3.Subchapter,0.8103892,35.86602020263672
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter B—Receipt of Payment,Subchapter C—T reatment of P artnerships,3.Subchapter,3.Subchapter,0.81593966,35.319618225097656
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter C—Lien for Taxes,Subchapter A—In General,3.Subchapter,3.Subchapter,0.78743553,38.053497314453125
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter C—Lien for Taxes,"Subchapter B—Deficiency Procedures in the Case of Income, Estate, Gift, and Certain Ex-",3.Subchapter,3.Subchapter,0.78893787,37.91363525390625
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter C—Lien for Taxes,Subchapter C—T reatment of P artnerships,3.Subchapter,3.Subchapter,0.8870127,27.49976348876953
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter D—Seizure of Property for   Collection of Taxes,Subchapter A—In General,3.Subchapter,3.Subchapter,0.72487205,43.54179000854492
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter D—Seizure of Property for   Collection of Taxes,"Subchapter B—Deficiency Procedures in the Case of Income, Estate, Gift, and Certain Ex-",3.Subchapter,3.Subchapter,0.8055192,36.339569091796875
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter D—Seizure of Property for   Collection of Taxes,Subchapter C—T reatment of P artnerships,3.Subchapter,3.Subchapter,0.81436867,35.475013732910156
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter A—Interest on Underpayments,Subchapter A—In General,3.Subchapter,3.Subchapter,0.8579228,30.915849685668945
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter A—Interest on Underpayments,"Subchapter B—Deficiency Procedures in the Case of Income, Estate, Gift, and Certain Ex-",3.Subchapter,3.Subchapter,0.8318693,33.70875930786133
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter A—Interest on Underpayments,Subchapter C—T reatment of P artnerships,3.Subchapter,3.Subchapter,0.8613535,30.53110122680664
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter B—Interest on Overpayments,Subchapter A—In General,3.Subchapter,3.Subchapter,0.80729085,36.16791915893555
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter B—Interest on Overpayments,"Subchapter B—Deficiency Procedures in the Case of Income, Estate, Gift, and Certain Ex-",3.Subchapter,3.Subchapter,0.8491523,31.880407333374023
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter B—Interest on Overpayments,Subchapter C—T reatment of P artnerships,3.Subchapter,3.Subchapter,0.8518473,31.586835861206055
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter C—Determination of Interest Rate;   Compounding of Interest,Subchapter A—In General,3.Subchapter,3.Subchapter,0.73337126,42.83022689819336
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter C—Determination of Interest Rate;   Compounding of Interest,"Subchapter B—Deficiency Procedures in the Case of Income, Estate, Gift, and Certain Ex-",3.Subchapter,3.Subchapter,0.7808678,38.65989685058594
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 63—ASSESSMENT,2.Chapter,Subchapter C—Determination of Interest Rate;   Compounding of Interest,Subchapter C—T reatment of P artnerships,3.Subchapter,3.Subchapter,0.87341565,29.14198112487793
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—In General,Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.9416921,19.662303924560547
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—In General,Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.8051701,36.37331008911133
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—In General,Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,0.78743553,38.053497314453125
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—In General,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,0.72487205,43.54179000854492
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—In General,Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.8009536,36.77873229980469
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,"Subchapter B—Deficiency Procedures in the   Case of Income, Estate, Gift, and Certain Ex -",Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.7558755,40.898067474365234
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,"Subchapter B—Deficiency Procedures in the   Case of Income, Estate, Gift, and Certain Ex -",Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.8349888,33.38532638549805
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,"Subchapter B—Deficiency Procedures in the   Case of Income, Estate, Gift, and Certain Ex -",Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,0.78893787,37.91363525390625
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,"Subchapter B—Deficiency Procedures in the   Case of Income, Estate, Gift, and Certain Ex -",Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,0.8055192,36.339569091796875
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,"Subchapter B—Deficiency Procedures in the   Case of Income, Estate, Gift, and Certain Ex -",Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.73067313,43.0571403503418
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Treatment of Partnerships,Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.7817975,38.574546813964844
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Treatment of Partnerships,Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.8238806,34.52483367919922
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Treatment of Partnerships,Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,0.8640753,30.222715377807617
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Treatment of Partnerships,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,0.77658165,39.05134963989258
CHAPTER 63—ASSESSMENT,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Treatment of Partnerships,Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.7554798,40.93268585205078
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—General Provisions,Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.9999998,0.03426402062177658
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—General Provisions,Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.8136843,35.54252243041992
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—General Provisions,Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,0.7861245,38.175193786621094
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—General Provisions,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,0.73775876,42.45915603637695
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—General Provisions,Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.7622836,40.33406448364258
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Receipt of Payment,Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.77932096,38.80155563354492
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Receipt of Payment,Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.9609278,16.06926155090332
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Receipt of Payment,Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,0.83637035,33.2411994934082
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Receipt of Payment,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,0.7877114,38.02785110473633
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Receipt of Payment,Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.76526856,40.06910705566406
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Lien for Taxes,Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.7861245,38.175193786621094
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Lien for Taxes,Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.82939434,33.96342468261719
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Lien for Taxes,Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,1.0000001,
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Lien for Taxes,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,0.8566442,31.05813980102539
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Lien for Taxes,Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.7810233,38.6456298828125
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter D—Seizure of Property for   Collection of Taxes,Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.73775876,42.45915603637695
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter D—Seizure of Property for   Collection of Taxes,Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.80412674,36.473995208740234
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter D—Seizure of Property for   Collection of Taxes,Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,0.8566442,31.05813980102539
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter D—Seizure of Property for   Collection of Taxes,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,1.0000001,
CHAPTER 64—COLLECTION,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter D—Seizure of Property for   Collection of Taxes,Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.7216443,43.80959701538086
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—Limitations on Assessment and   Collection,Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.82433873,34.478492736816406
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—Limitations on Assessment and   Collection,Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.7935425,37.4821891784668
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—Limitations on Assessment and   Collection,Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,0.78061354,38.68321228027344
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—Limitations on Assessment and   Collection,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,0.77429724,39.258636474609375
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—Limitations on Assessment and   Collection,Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.71841264,44.076416015625
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Limitations on Credit or   Refund,Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.73445415,42.73888397216797
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Limitations on Credit or   Refund,Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.8163368,35.28023910522461
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Limitations on Credit or   Refund,Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,0.7582275,40.691810607910156
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Limitations on Credit or   Refund,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,0.7106068,44.71569061279297
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Limitations on Credit or   Refund,Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.6679434,48.091461181640625
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Mitigation of Effect of Period of   Limitations,Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.7619158,40.366615295410156
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Mitigation of Effect of Period of   Limitations,Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.7998867,36.880714416503906
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Mitigation of Effect of Period of   Limitations,Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,0.8516217,31.61150360107422
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Mitigation of Effect of Period of   Limitations,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,0.7789208,38.8381233215332
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Mitigation of Effect of Period of   Limitations,Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.7775965,38.958961486816406
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter D—Periods of Limitation in   Judicial Proceedings,Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.74864346,41.52699279785156
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter D—Periods of Limitation in   Judicial Proceedings,Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.78048694,38.69481658935547
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter D—Periods of Limitation in   Judicial Proceedings,Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,0.7918434,37.64188003540039
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter D—Periods of Limitation in   Judicial Proceedings,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,0.8208447,34.8305549621582
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter D—Periods of Limitation in   Judicial Proceedings,Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.7450384,41.83760070800781
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—Interest on Underpayments,Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.8542661,31.321247100830078
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—Interest on Underpayments,Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.85828924,30.87495994567871
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—Interest on Underpayments,Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,0.8903135,27.087329864501953
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—Interest on Underpayments,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,0.8335531,33.534523010253906
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter A—Interest on Underpayments,Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.8006707,36.80580139160156
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Interest on Overpayments,Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.8150979,35.402950286865234
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Interest on Overpayments,Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.90909004,24.620094299316406
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Interest on Overpayments,Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,0.8921331,26.857467651367188
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Interest on Overpayments,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,0.83124983,33.77265548706055
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter B—Interest on Overpayments,Subchapter E—Repealed],3.Subchapter,3.Subchapter,0.7862701,38.16169738769531
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Determination of Interest Rate;   Compounding of Interest,Subchapter A—General Provisions,3.Subchapter,3.Subchapter,0.75593114,40.8931999206543
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Determination of Interest Rate;   Compounding of Interest,Subchapter B—Receipt of P ayment,3.Subchapter,3.Subchapter,0.79749167,37.108760833740234
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Determination of Interest Rate;   Compounding of Interest,Subchapter C—Lien for Taxes,3.Subchapter,3.Subchapter,0.8737254,29.105510711669922
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 64—COLLECTION,2.Chapter,Subchapter C—Determination of Interest Rate;   Compounding of Interest,Subchapter D—Seizure of Property for Collection of Taxes,3.Subchapter,3.Subchapter,0.82030696,34.884464263916016
